rule_idx,rule_name,rule_type,complexity,n_folds_successful,accuracy_mean,precision_mean,recall_mean,f1_mean,accuracy_std,precision_std,recall_std,f1_std,feature,feature1,feature2,thresholds_fold_0,thresholds_fold_1,thresholds_fold_2,thresholds_fold_3,thresholds_fold_4,thresholds_fold_5,thresholds_mean
339,(anom_swh_max_rel_change_14_swan > t1) AND (swh_max_trend_5_swan > t2),and,2,6,0.7219178082191781,0.4389463595687249,0.4078004024461266,0.42156453470969596,0.057615728341953665,0.06999814047893049,0.035587739826600684,0.04904436278319898,anom_swh_max_rel_change_14_swan + swh_max_trend_5_swan,anom_swh_max_rel_change_14_swan,swh_max_trend_5_swan,anom_swh_max_rel_change_14:-64.7016 | swh_max_trend_5:-0.008,anom_swh_max_rel_change_14:-98.1203 | swh_max_trend_5:0.001,anom_swh_max_rel_change_14:-91.2041 | swh_max_trend_5:0.0338,anom_swh_max_rel_change_14:-93.4511 | swh_max_trend_5:0.0019,anom_swh_max_rel_change_14:-96.0411 | swh_max_trend_5:0.0343,anom_swh_max_rel_change_14:-63.9655 | swh_max_trend_5:0.034,anom_swh_max_rel_change_14:-84.5806 | swh_max_trend_5:0.0162
142,(anom_swh_max_abs_change_7_swan > t1) AND (anom_swh_max_ma_7_swan > t2),and,2,6,0.7301369863013699,0.45617172939554673,0.39672464858597256,0.4215606211489191,0.060455310446692605,0.05219032130293578,0.04937711296836706,0.038679638064349764,anom_swh_max_abs_change_7_swan + anom_swh_max_ma_7_swan,anom_swh_max_abs_change_7_swan,anom_swh_max_ma_7_swan,anom_swh_max_abs_change_7:0.0179 | anom_swh_max_ma_7:0.179,anom_swh_max_abs_change_7:0.0402 | anom_swh_max_ma_7:0.1315,anom_swh_max_abs_change_7:0.2535 | anom_swh_max_ma_7:0.1572,anom_swh_max_abs_change_7:0.0177 | anom_swh_max_ma_7:0.1578,anom_swh_max_abs_change_7:0.0164 | anom_swh_max_ma_7:0.1559,anom_swh_max_abs_change_7:0.2642 | anom_swh_max_ma_7:0.1476,anom_swh_max_abs_change_7:0.1016 | anom_swh_max_ma_7:0.1548
7,anom_swh_max_ma_5_swan > threshold,single,1,6,0.6073059360730594,0.33450586747432975,0.5787056263669019,0.4215574579818117,0.06678540748413596,0.059880174220945125,0.05822546235916642,0.057724478365323996,anom_swh_max_ma_5_swan,anom_swh_max_ma_5_swan,,anom_swh_max_ma_5:0.2362,anom_swh_max_ma_5:0.1923,anom_swh_max_ma_5:0.1471,anom_swh_max_ma_5:0.1512,anom_swh_max_ma_5:0.1518,anom_swh_max_ma_5:0.1413,anom_swh_max_ma_5:0.17
363,(anom_swh_max_rel_change_3_swan > t1) AND (swh_max_trend_3_swan > t2),and,2,6,0.7260273972602741,0.4439385682796963,0.4065493880415821,0.4214570168382504,0.04250256174692271,0.07817723984469654,0.03793214247422682,0.04523036141919995,anom_swh_max_rel_change_3_swan + swh_max_trend_3_swan,anom_swh_max_rel_change_3_swan,swh_max_trend_3_swan,anom_swh_max_rel_change_3:-51.206 | swh_max_trend_3:-0.015,anom_swh_max_rel_change_3:-90.9491 | swh_max_trend_3:-0.0112,anom_swh_max_rel_change_3:-78.0946 | swh_max_trend_3:0.035,anom_swh_max_rel_change_3:-40.2923 | swh_max_trend_3:0.0362,anom_swh_max_rel_change_3:-40.0503 | swh_max_trend_3:-0.0137,anom_swh_max_rel_change_3:-37.4072 | swh_max_trend_3:0.0362,anom_swh_max_rel_change_3:-56.3332 | swh_max_trend_3:0.0113
395,(anom_swh_max_rel_change_7_swan > t1) AND (swh_max_abs_change_14_swan > t2),and,2,6,0.7529680365296804,0.5182679575654284,0.3690677950522008,0.4213049072575961,0.05409176439934763,0.07536073925742034,0.08162724814819759,0.052290012598870776,anom_swh_max_rel_change_7_swan + swh_max_abs_change_14_swan,anom_swh_max_rel_change_7_swan,swh_max_abs_change_14_swan,anom_swh_max_rel_change_7:-88.0256 | swh_max_abs_change_14:0.41,anom_swh_max_rel_change_7:-65.269 | swh_max_abs_change_14:0.0237,anom_swh_max_rel_change_7:-87.3368 | swh_max_abs_change_14:0.015,anom_swh_max_rel_change_7:-87.5037 | swh_max_abs_change_14:0.135,anom_swh_max_rel_change_7:17.8488 | swh_max_abs_change_14:0.1425,anom_swh_max_rel_change_7:20.0241 | swh_max_abs_change_14:0.2797,anom_swh_max_rel_change_7:-48.377 | swh_max_abs_change_14:0.1677
78,(anom_swh_max_abs_change_3_swan > t1) AND (anom_swh_max_rel_change_14_swan > t2),and,2,6,0.7424657534246575,0.48040855380140735,0.3829309028003474,0.42111367410756256,0.02980304816818394,0.09520079952734252,0.026724104571777058,0.034785514727645114,anom_swh_max_abs_change_3_swan + anom_swh_max_rel_change_14_swan,anom_swh_max_abs_change_3_swan,anom_swh_max_rel_change_14_swan,anom_swh_max_abs_change_3:-0.0034 | anom_swh_max_rel_change_14:-64.7016,anom_swh_max_abs_change_3:0.2146 | anom_swh_max_rel_change_14:-98.1203,anom_swh_max_abs_change_3:0.2155 | anom_swh_max_rel_change_14:-91.2041,anom_swh_max_abs_change_3:0.0079 | anom_swh_max_rel_change_14:-93.4511,anom_swh_max_abs_change_3:0.1063 | anom_swh_max_rel_change_14:-96.0411,anom_swh_max_abs_change_3:-0.0051 | anom_swh_max_rel_change_14:-63.9655,anom_swh_max_abs_change_3:0.0893 | anom_swh_max_rel_change_14:-84.5806
232,(anom_swh_max_ma_3_swan > t1) AND (anom_swh_max_ma_7_swan > t2),and,2,6,0.6931506849315069,0.4137683085282305,0.4503013323169591,0.4209667413932154,0.08640640126038261,0.07142826668049508,0.09620293674443459,0.06013003948699583,anom_swh_max_ma_3_swan + anom_swh_max_ma_7_swan,anom_swh_max_ma_3_swan,anom_swh_max_ma_7_swan,anom_swh_max_ma_3:0.1569 | anom_swh_max_ma_7:0.179,anom_swh_max_ma_3:0.1925 | anom_swh_max_ma_7:0.1315,anom_swh_max_ma_3:0.3573 | anom_swh_max_ma_7:0.1572,anom_swh_max_ma_3:0.1456 | anom_swh_max_ma_7:0.1578,anom_swh_max_ma_3:0.1468 | anom_swh_max_ma_7:0.1559,anom_swh_max_ma_3:0.4179 | anom_swh_max_ma_7:0.1476,anom_swh_max_ma_3:0.2362 | anom_swh_max_ma_7:0.1548
452,(anom_swh_max_trend_14_swan > t1) AND (swh_max_trend_14_swan > t2),and,2,6,0.6424657534246575,0.3526843171545158,0.5248793802415005,0.42044957648654835,0.06298887738261859,0.04255487389844041,0.0356330497669758,0.033966378938703704,anom_swh_max_trend_14_swan + swh_max_trend_14_swan,anom_swh_max_trend_14_swan,swh_max_trend_14_swan,anom_swh_max_trend_14:0.0018 | swh_max_trend_14:0.0125,anom_swh_max_trend_14:0.0017 | swh_max_trend_14:0.0028,anom_swh_max_trend_14:0.0107 | swh_max_trend_14:0.0112,anom_swh_max_trend_14:0.0008 | swh_max_trend_14:0.0106,anom_swh_max_trend_14:0.0007 | swh_max_trend_14:0.0012,anom_swh_max_trend_14:-0.0001 | swh_max_trend_14:0.0287,anom_swh_max_trend_14:0.0026 | swh_max_trend_14:0.0112
348,(anom_swh_max_rel_change_3_swan > t1) AND (swh_max_abs_change_14_swan > t2),and,2,6,0.7388127853881278,0.4707177889549867,0.3884622817142584,0.4203863271045378,0.04071871563398711,0.07378549517000943,0.0597059385491877,0.04318833299217262,anom_swh_max_rel_change_3_swan + swh_max_abs_change_14_swan,anom_swh_max_rel_change_3_swan,swh_max_abs_change_14_swan,anom_swh_max_rel_change_3:-51.206 | swh_max_abs_change_14:0.0325,anom_swh_max_rel_change_3:-53.4601 | swh_max_abs_change_14:0.0237,anom_swh_max_rel_change_3:-45.6461 | swh_max_abs_change_14:0.2735,anom_swh_max_rel_change_3:-40.2923 | swh_max_abs_change_14:-0.0037,anom_swh_max_rel_change_3:-40.0503 | swh_max_abs_change_14:0.1425,anom_swh_max_rel_change_3:-70.4301 | swh_max_abs_change_14:0.2797,anom_swh_max_rel_change_3:-50.1808 | swh_max_abs_change_14:0.1247
309,(anom_swh_max_ma_7_swan > t1) AND (swh_max_rel_change_7_swan > t2),and,2,6,0.7232876712328767,0.4383262848931914,0.4052264781253016,0.41987873237873236,0.05698805757743452,0.03699052922251576,0.04833520457513526,0.03950490436905353,anom_swh_max_ma_7_swan + swh_max_rel_change_7_swan,anom_swh_max_ma_7_swan,swh_max_rel_change_7_swan,anom_swh_max_ma_7:0.179 | swh_max_rel_change_7:0.7512,anom_swh_max_ma_7:0.1315 | swh_max_rel_change_7:1.1382,anom_swh_max_ma_7:0.1572 | swh_max_rel_change_7:7.4951,anom_swh_max_ma_7:0.1578 | swh_max_rel_change_7:0.7692,anom_swh_max_ma_7:0.1559 | swh_max_rel_change_7:0.6672,anom_swh_max_ma_7:0.1476 | swh_max_rel_change_7:16.9829,anom_swh_max_ma_7:0.1548 | swh_max_rel_change_7:4.634
945,(anom_swh_max_rel_change_14_swan > t1) OR (anom_swh_max_rel_change_3_swan > t2),or,2,6,0.5899543378995433,0.32362586989786984,0.6044461425051262,0.4192179190198977,0.03934366982381372,0.06509012105447039,0.06321470749848387,0.06694014213987672,anom_swh_max_rel_change_14_swan + anom_swh_max_rel_change_3_swan,anom_swh_max_rel_change_14_swan,anom_swh_max_rel_change_3_swan,anom_swh_max_rel_change_14:122.7781 | anom_swh_max_rel_change_3:-51.206,anom_swh_max_rel_change_14:14.1188 | anom_swh_max_rel_change_3:19.2989,anom_swh_max_rel_change_14:-91.2041 | anom_swh_max_rel_change_3:266.3923,anom_swh_max_rel_change_14:-24.1156 | anom_swh_max_rel_change_3:33.6217,anom_swh_max_rel_change_14:7.3546 | anom_swh_max_rel_change_3:-40.0503,anom_swh_max_rel_change_14:-63.9655 | anom_swh_max_rel_change_3:263.0235,anom_swh_max_rel_change_14:-5.8389 | anom_swh_max_rel_change_3:81.8467
299,(anom_swh_max_ma_7_swan > t1) AND (swh_max_abs_change_5_swan > t2),and,2,6,0.7378995433789955,0.4950252687021666,0.37508585588495796,0.41920261339199055,0.07464042645370798,0.09162303585424086,0.053463351924966485,0.04484511989646591,anom_swh_max_ma_7_swan + swh_max_abs_change_5_swan,anom_swh_max_ma_7_swan,swh_max_abs_change_5_swan,anom_swh_max_ma_7:0.179 | swh_max_abs_change_5:0.0413,anom_swh_max_ma_7:0.1315 | swh_max_abs_change_5:0.0225,anom_swh_max_ma_7:0.1572 | swh_max_abs_change_5:0.015,anom_swh_max_ma_7:0.1578 | swh_max_abs_change_5:0.0175,anom_swh_max_ma_7:0.1559 | swh_max_abs_change_5:0.0175,anom_swh_max_ma_7:0.1476 | swh_max_abs_change_5:0.4345,anom_swh_max_ma_7:0.1548 | swh_max_abs_change_5:0.0914
405,(anom_swh_max_rel_change_7_swan > t1) AND (swh_max_rel_change_3_swan > t2),and,2,6,0.730593607305936,0.45323083104355066,0.39726946753938286,0.4190024084486066,0.04851369857641435,0.09684677179622225,0.06718666308304391,0.06687410450259856,anom_swh_max_rel_change_7_swan + swh_max_rel_change_3_swan,anom_swh_max_rel_change_7_swan,swh_max_rel_change_3_swan,anom_swh_max_rel_change_7:-88.0256 | swh_max_rel_change_3:-0.4961,anom_swh_max_rel_change_7:-99.1493 | swh_max_rel_change_3:0.1433,anom_swh_max_rel_change_7:-56.974 | swh_max_rel_change_3:6.6468,anom_swh_max_rel_change_7:-87.5037 | swh_max_rel_change_3:0.432,anom_swh_max_rel_change_7:-88.0363 | swh_max_rel_change_3:6.298,anom_swh_max_rel_change_7:20.0241 | swh_max_rel_change_3:-0.4959,anom_swh_max_rel_change_7:-66.6108 | swh_max_rel_change_3:2.088
329,(anom_swh_max_rel_change_14_swan > t1) AND (swh_max_ma_3_swan > t2),and,2,6,0.7260273972602739,0.4442945039233183,0.4014345904399102,0.4185940373306996,0.056569427090223126,0.0347259404656894,0.06970087258088414,0.04528634543385669,anom_swh_max_rel_change_14_swan + swh_max_ma_3_swan,anom_swh_max_rel_change_14_swan,swh_max_ma_3_swan,anom_swh_max_rel_change_14:-96.8243 | swh_max_ma_3:1.99,anom_swh_max_rel_change_14:-98.1203 | swh_max_ma_3:1.8483,anom_swh_max_rel_change_14:-91.2041 | swh_max_ma_3:1.8608,anom_swh_max_rel_change_14:-93.4511 | swh_max_ma_3:1.8675,anom_swh_max_rel_change_14:-96.0411 | swh_max_ma_3:1.8783,anom_swh_max_rel_change_14:-23.0176 | swh_max_ma_3:1.8604,anom_swh_max_rel_change_14:-83.1097 | swh_max_ma_3:1.8842
399,(anom_swh_max_rel_change_7_swan > t1) AND (swh_max_ma_14_swan > t2),and,2,6,0.7429223744292238,0.4740808376692616,0.38819181323006763,0.41819836489110057,0.05320565501493887,0.12018138443350333,0.12854585226227794,0.11030146347656239,anom_swh_max_rel_change_7_swan + swh_max_ma_14_swan,anom_swh_max_rel_change_7_swan,swh_max_ma_14_swan,anom_swh_max_rel_change_7:-88.0256 | swh_max_ma_14:2.0549,anom_swh_max_rel_change_7:-99.1493 | swh_max_ma_14:1.8683,anom_swh_max_rel_change_7:-56.974 | swh_max_ma_14:1.893,anom_swh_max_rel_change_7:-87.5037 | swh_max_ma_14:1.9039,anom_swh_max_rel_change_7:-88.0363 | swh_max_ma_14:1.9112,anom_swh_max_rel_change_7:20.0241 | swh_max_ma_14:1.8891,anom_swh_max_rel_change_7:-66.6108 | swh_max_ma_14:1.9201
305,(anom_swh_max_ma_7_swan > t1) AND (swh_max_ma_7_swan > t2),and,2,6,0.6698630136986301,0.3712977174444579,0.4834122976689706,0.41797874641224153,0.050188859558863784,0.06649763719530556,0.0718866768026395,0.0633721806982756,anom_swh_max_ma_7_swan + swh_max_ma_7_swan,anom_swh_max_ma_7_swan,swh_max_ma_7_swan,anom_swh_max_ma_7:0.179 | swh_max_ma_7:2.1139,anom_swh_max_ma_7:0.1315 | swh_max_ma_7:1.9669,anom_swh_max_ma_7:0.1572 | swh_max_ma_7:1.9761,anom_swh_max_ma_7:0.1578 | swh_max_ma_7:1.9062,anom_swh_max_ma_7:0.1559 | swh_max_ma_7:1.9136,anom_swh_max_ma_7:0.1476 | swh_max_ma_7:1.8902,anom_swh_max_ma_7:0.1548 | swh_max_ma_7:1.9611
380,(anom_swh_max_rel_change_5_swan > t1) AND (swh_max_ma_7_swan > t2),and,2,6,0.7337899543378995,0.45999447362090295,0.3908882703975744,0.4176052851707171,0.03980991510297187,0.10749799717157563,0.07555188268950401,0.0770999514222176,anom_swh_max_rel_change_5_swan + swh_max_ma_7_swan,anom_swh_max_rel_change_5_swan,swh_max_ma_7_swan,anom_swh_max_rel_change_5:-81.2101 | swh_max_ma_7:2.1139,anom_swh_max_rel_change_5:-94.4302 | swh_max_ma_7:1.9669,anom_swh_max_rel_change_5:-86.4922 | swh_max_ma_7:1.9761,anom_swh_max_rel_change_5:-50.3443 | swh_max_ma_7:1.9062,anom_swh_max_rel_change_5:-79.7456 | swh_max_ma_7:1.9136,anom_swh_max_rel_change_5:-77.9144 | swh_max_ma_7:1.8902,anom_swh_max_rel_change_5:-78.3561 | swh_max_ma_7:1.9611
32,swh_max_trend_14_swan > threshold,single,1,6,0.6310502283105023,0.34794218692188056,0.5322502135502124,0.4174074938676507,0.0754572254550635,0.05140726851024583,0.04095022648468427,0.032876576773193424,swh_max_trend_14_swan,swh_max_trend_14_swan,,swh_max_trend_14:0.0125,swh_max_trend_14:0.0028,swh_max_trend_14:0.02,swh_max_trend_14:0.0106,swh_max_trend_14:0.0012,swh_max_trend_14:0.0287,swh_max_trend_14:0.0126
234,(anom_swh_max_ma_3_swan > t1) AND (anom_swh_max_rel_change_3_swan > t2),and,2,6,0.7324200913242009,0.45063206515820503,0.3901478404344934,0.4173758327622814,0.042756894651030615,0.08155937667114405,0.04800841092930451,0.061022473311351,anom_swh_max_ma_3_swan + anom_swh_max_rel_change_3_swan,anom_swh_max_ma_3_swan,anom_swh_max_rel_change_3_swan,anom_swh_max_ma_3:0.2294 | anom_swh_max_rel_change_3:-51.206,anom_swh_max_ma_3:0.1925 | anom_swh_max_rel_change_3:-53.4601,anom_swh_max_ma_3:0.3573 | anom_swh_max_rel_change_3:-78.0946,anom_swh_max_ma_3:0.1456 | anom_swh_max_rel_change_3:-40.2923,anom_swh_max_ma_3:0.1468 | anom_swh_max_rel_change_3:-40.0503,anom_swh_max_ma_3:0.2144 | anom_swh_max_rel_change_3:-70.4301,anom_swh_max_ma_3:0.2143 | anom_swh_max_rel_change_3:-55.5889
294,(anom_swh_max_ma_7_swan > t1) AND (anom_swh_max_trend_3_swan > t2),and,2,6,0.754337899543379,0.5011735058758043,0.3590987573708473,0.4173466496280059,0.029914775076089885,0.09831904957068643,0.04301218293585151,0.06401719818020714,anom_swh_max_ma_7_swan + anom_swh_max_trend_3_swan,anom_swh_max_ma_7_swan,anom_swh_max_trend_3_swan,anom_swh_max_ma_7:0.179 | anom_swh_max_trend_3:-0.013,anom_swh_max_ma_7:0.1315 | anom_swh_max_trend_3:0.0379,anom_swh_max_ma_7:0.2141 | anom_swh_max_trend_3:-0.0111,anom_swh_max_ma_7:0.1578 | anom_swh_max_trend_3:0.0395,anom_swh_max_ma_7:0.1559 | anom_swh_max_trend_3:-0.0079,anom_swh_max_ma_7:0.1476 | anom_swh_max_trend_3:-0.0078,anom_swh_max_ma_7:0.1643 | anom_swh_max_trend_3:0.0063
188,(anom_swh_max_ma_14_swan > t1) AND (swh_max_ma_2_swan > t2),and,2,6,0.7319634703196347,0.45834793265589074,0.40369649836743243,0.4171758169128808,0.06059310835854903,0.10957403604950008,0.14311538563458784,0.10146410806868982,anom_swh_max_ma_14_swan + swh_max_ma_2_swan,anom_swh_max_ma_14_swan,swh_max_ma_2_swan,anom_swh_max_ma_14:0.1876 | swh_max_ma_2:2.2765,anom_swh_max_ma_14:0.1482 | swh_max_ma_2:1.8406,anom_swh_max_ma_14:0.1713 | swh_max_ma_2:1.855,anom_swh_max_ma_14:0.1702 | swh_max_ma_2:2.125,anom_swh_max_ma_14:0.1644 | swh_max_ma_2:1.9863,anom_swh_max_ma_14:0.1631 | swh_max_ma_2:1.967,anom_swh_max_ma_14:0.1675 | swh_max_ma_2:2.0084
326,(anom_swh_max_rel_change_14_swan > t1) AND (swh_max_abs_change_7_swan > t2),and,2,6,0.739269406392694,0.46611443688425397,0.37953708600640423,0.417159385992878,0.04086439109010113,0.03205754093692635,0.03178025331660918,0.022527667119940673,anom_swh_max_rel_change_14_swan + swh_max_abs_change_7_swan,anom_swh_max_rel_change_14_swan,swh_max_abs_change_7_swan,anom_swh_max_rel_change_14:-64.7016 | swh_max_abs_change_7:0.1645,anom_swh_max_rel_change_14:-21.9247 | swh_max_abs_change_7:0.0225,anom_swh_max_rel_change_14:-91.2041 | swh_max_abs_change_7:0.265,anom_swh_max_rel_change_14:-93.4511 | swh_max_abs_change_7:0.0125,anom_swh_max_rel_change_14:-96.0411 | swh_max_abs_change_7:0.1425,anom_swh_max_rel_change_14:-63.9655 | swh_max_abs_change_7:0.1435,anom_swh_max_rel_change_14:-71.8813 | swh_max_abs_change_7:0.1251
357,(anom_swh_max_rel_change_3_swan > t1) AND (swh_max_rel_change_14_swan > t2),and,2,6,0.7246575342465754,0.44457172444414234,0.4032681069569768,0.41681963531760174,0.03460994440481678,0.08430963741489508,0.050637929958822894,0.04788222804532359,anom_swh_max_rel_change_3_swan + swh_max_rel_change_14_swan,anom_swh_max_rel_change_3_swan,swh_max_rel_change_14_swan,anom_swh_max_rel_change_3:-51.206 | swh_max_rel_change_14:1.8154,anom_swh_max_rel_change_3:-53.4601 | swh_max_rel_change_14:1.3362,anom_swh_max_rel_change_3:-45.6461 | swh_max_rel_change_14:0.8413,anom_swh_max_rel_change_3:-40.2923 | swh_max_rel_change_14:-0.1906,anom_swh_max_rel_change_3:-40.0503 | swh_max_rel_change_14:8.1542,anom_swh_max_rel_change_3:-70.4301 | swh_max_rel_change_14:7.7382,anom_swh_max_rel_change_3:-50.1808 | swh_max_rel_change_14:3.2825
392,(anom_swh_max_rel_change_7_swan > t1) AND (anom_swh_max_trend_3_swan > t2),and,2,6,0.7511415525114155,0.4953347664983692,0.3654510423417053,0.4168169890654773,0.031374216230688395,0.09527001063400109,0.05776557373416598,0.062400457141931494,anom_swh_max_rel_change_7_swan + anom_swh_max_trend_3_swan,anom_swh_max_rel_change_7_swan,anom_swh_max_trend_3_swan,anom_swh_max_rel_change_7:-88.0256 | anom_swh_max_trend_3:-0.013,anom_swh_max_rel_change_7:-99.1493 | anom_swh_max_trend_3:0.0927,anom_swh_max_rel_change_7:-56.974 | anom_swh_max_trend_3:0.0374,anom_swh_max_rel_change_7:-87.5037 | anom_swh_max_trend_3:0.0395,anom_swh_max_rel_change_7:-88.0363 | anom_swh_max_trend_3:0.1251,anom_swh_max_rel_change_7:20.0241 | anom_swh_max_trend_3:-0.0078,anom_swh_max_rel_change_7:-66.6108 | anom_swh_max_trend_3:0.0456
365,(anom_swh_max_rel_change_3_swan > t1) AND (swh_max_trend_7_swan > t2),and,2,6,0.7429223744292237,0.4707389903367627,0.3742804400152062,0.4166244938279385,0.04653279460453458,0.06344538940529805,0.05818217441669356,0.059687197322643715,anom_swh_max_rel_change_3_swan + swh_max_trend_7_swan,anom_swh_max_rel_change_3_swan,swh_max_trend_7_swan,anom_swh_max_rel_change_3:-51.206 | swh_max_trend_7:0.0332,anom_swh_max_rel_change_3:-90.9491 | swh_max_trend_7:0.0285,anom_swh_max_rel_change_3:-78.0946 | swh_max_trend_7:0.0501,anom_swh_max_rel_change_3:-40.2923 | swh_max_trend_7:0.004,anom_swh_max_rel_change_3:-40.0503 | swh_max_trend_7:0.0041,anom_swh_max_rel_change_3:-70.4301 | swh_max_trend_7:0.0662,anom_swh_max_rel_change_3:-61.8371 | swh_max_trend_7:0.031
204,(anom_swh_max_ma_2_swan > t1) AND (anom_swh_max_rel_change_14_swan > t2),and,2,6,0.7296803652968037,0.452916099476177,0.39175129722315777,0.41632321343056394,0.04791693012728734,0.05461560986791413,0.045748321552353546,0.033367618860335464,anom_swh_max_ma_2_swan + anom_swh_max_rel_change_14_swan,anom_swh_max_ma_2_swan,anom_swh_max_rel_change_14_swan,anom_swh_max_ma_2:0.1528 | anom_swh_max_rel_change_14:-96.8243,anom_swh_max_ma_2:0.2013 | anom_swh_max_rel_change_14:-21.9247,anom_swh_max_ma_2:0.218 | anom_swh_max_rel_change_14:-91.2041,anom_swh_max_ma_2:0.136 | anom_swh_max_rel_change_14:-61.9986,anom_swh_max_ma_2:0.137 | anom_swh_max_rel_change_14:-96.0411,anom_swh_max_ma_2:0.125 | anom_swh_max_rel_change_14:-23.0176,anom_swh_max_ma_2:0.1617 | anom_swh_max_rel_change_14:-65.1684
308,(anom_swh_max_ma_7_swan > t1) AND (swh_max_rel_change_5_swan > t2),and,2,6,0.7342465753424657,0.4715616952385932,0.37786363366273573,0.4162281615657147,0.06943642705121596,0.07095719600627164,0.04790178928783235,0.04660287097017323,anom_swh_max_ma_7_swan + swh_max_rel_change_5_swan,anom_swh_max_ma_7_swan,swh_max_rel_change_5_swan,anom_swh_max_ma_7:0.179 | swh_max_rel_change_5:2.0987,anom_swh_max_ma_7:0.1315 | swh_max_rel_change_5:1.1006,anom_swh_max_ma_7:0.1572 | swh_max_rel_change_5:0.8275,anom_swh_max_ma_7:0.1578 | swh_max_rel_change_5:0.9124,anom_swh_max_ma_7:0.1559 | swh_max_rel_change_5:0.9078,anom_swh_max_ma_7:0.1476 | swh_max_rel_change_5:15.8173,anom_swh_max_ma_7:0.1548 | swh_max_rel_change_5:3.6107
349,(anom_swh_max_rel_change_3_swan > t1) AND (swh_max_abs_change_3_swan > t2),and,2,6,0.7543378995433789,0.5135275645058321,0.35834606837808863,0.41612686106985414,0.04986167559714594,0.10435648739357697,0.07206147779769158,0.07071022353363167,anom_swh_max_rel_change_3_swan + swh_max_abs_change_3_swan,anom_swh_max_rel_change_3_swan,swh_max_abs_change_3_swan,anom_swh_max_rel_change_3:-51.206 | swh_max_abs_change_3:-0.01,anom_swh_max_rel_change_3:-90.9491 | swh_max_abs_change_3:0.13,anom_swh_max_rel_change_3:-0.0595 | swh_max_abs_change_3:0.1215,anom_swh_max_rel_change_3:-40.2923 | swh_max_abs_change_3:0.01,anom_swh_max_rel_change_3:-40.0503 | swh_max_abs_change_3:0.1125,anom_swh_max_rel_change_3:5.3616 | swh_max_abs_change_3:0.2375,anom_swh_max_rel_change_3:-36.1993 | swh_max_abs_change_3:0.1002
110,(anom_swh_max_abs_change_5_swan > t1) AND (anom_swh_max_ma_7_swan > t2),and,2,6,0.7442922374429224,0.507139999645252,0.3611198303941865,0.4155867841119134,0.07315062792511703,0.08605069948295165,0.04875547733304938,0.04391359834751372,anom_swh_max_abs_change_5_swan + anom_swh_max_ma_7_swan,anom_swh_max_abs_change_5_swan,anom_swh_max_ma_7_swan,anom_swh_max_abs_change_5:0.0097 | anom_swh_max_ma_7:0.179,anom_swh_max_abs_change_5:0.0189 | anom_swh_max_ma_7:0.1315,anom_swh_max_abs_change_5:0.0074 | anom_swh_max_ma_7:0.1572,anom_swh_max_abs_change_5:0.0066 | anom_swh_max_ma_7:0.1578,anom_swh_max_abs_change_5:0.129 | anom_swh_max_ma_7:0.1559,anom_swh_max_abs_change_5:0.4072 | anom_swh_max_ma_7:0.1476,anom_swh_max_abs_change_5:0.0965 | anom_swh_max_ma_7:0.1548
403,(anom_swh_max_rel_change_7_swan > t1) AND (swh_max_ma_7_swan > t2),and,2,6,0.741552511415525,0.4726084023905765,0.3818766590766884,0.41521645032754434,0.050211703356680445,0.04193551479154924,0.10231993841095678,0.07323463346865196,anom_swh_max_rel_change_7_swan + swh_max_ma_7_swan,anom_swh_max_rel_change_7_swan,swh_max_ma_7_swan,anom_swh_max_rel_change_7:-88.0256 | swh_max_ma_7:2.0297,anom_swh_max_rel_change_7:-99.1493 | swh_max_ma_7:1.9669,anom_swh_max_rel_change_7:-87.3368 | swh_max_ma_7:1.8986,anom_swh_max_rel_change_7:-87.5037 | swh_max_ma_7:1.9062,anom_swh_max_rel_change_7:-88.0363 | swh_max_ma_7:1.9136,anom_swh_max_rel_change_7:56.1656 | swh_max_ma_7:1.8902,anom_swh_max_rel_change_7:-65.6477 | swh_max_ma_7:1.9342
971,(anom_swh_max_rel_change_3_swan > t1) OR (anom_swh_max_rel_change_5_swan > t2),or,2,6,0.5643835616438356,0.3146847832891162,0.6290600786836508,0.4152128480613724,0.07437738060546975,0.060109386174190683,0.08738649494518479,0.059734502850756294,anom_swh_max_rel_change_3_swan + anom_swh_max_rel_change_5_swan,anom_swh_max_rel_change_3_swan,anom_swh_max_rel_change_5_swan,anom_swh_max_rel_change_3:-51.206 | anom_swh_max_rel_change_5:150.3234,anom_swh_max_rel_change_3:-53.4601 | anom_swh_max_rel_change_5:-94.4302,anom_swh_max_rel_change_3:27.253 | anom_swh_max_rel_change_5:-7.7828,anom_swh_max_rel_change_3:5.8718 | anom_swh_max_rel_change_5:66.2548,anom_swh_max_rel_change_3:-40.0503 | anom_swh_max_rel_change_5:-4.4365,anom_swh_max_rel_change_3:-37.4072 | anom_swh_max_rel_change_5:133.6461,anom_swh_max_rel_change_3:-24.8331 | anom_swh_max_rel_change_5:40.5958
