fold,rule_type,rule_name,f1_score,anom_swh_p75_deseasonalized_detrended,anom_swh_p75,anom_swh_p25_deseasonalized_detrended,anom_swh_p80_swan,anom_swh_max_swan,anom_swh_p80_deseasonalized_detrended,anom_swh_median,swh_p75_deseasonalized_detrended,swh_p80_deseasonalized_detrended,anom_swh_p75_deseasonalized_detrended_max_2d,anom_swh_mean_swan,anom_swh_max_waverys,anom_swh_p80_waverys,anom_swh_mean_waverys,swh_p80_swan,swh_max_deseasonalized_detrended,anom_swh_median_deseasonalized,anom_swh_max_deseasonalized_detrended,anom_swh_median_deseasonalized_detrended,anom_swh_max_deseasonalized_detrended_min_2d,anom_swh_min_deseasonalized_detrended,anom_swh_p80_deseasonalized_detrended_max_2d,anom_swh_mean_deseasonalized_detrended,anom_swh_min_waverys,anom_swh_p75_deseasonalized_detrended_min_2d,anom_swh_p80_deseasonalized_detrended_max_3d,swh_p75_waverys,anom_swh_max_deseasonalized,anom_swh_p75_deseasonalized_detrended_mean_2d,anom_swh_p80_deseasonalized,swh_p60_deseasonalized_detrended,swh_mean_deseasonalized,swh_p75_deseasonalized_detrended_max_2d,anom_swh_mean_deseasonalized_detrended_max_2d,swh_p80_waverys,anom_swh_p25,swh_max_deseasonalized,anom_swh_p75_deseasonalized_detrended_max_3d,anom_swh_max_deseasonalized_detrended_max_2d,swh_max_waverys,swh_mean_deseasonalized_detrended,swh_p80_deseasonalized,anom_swh_p25_deseasonalized_detrended_max_2d,anom_swe_p80,swh_p80_deseasonalized_detrended_max_2d,anom_swh_p25_deseasonalized_detrended_mean_2d,swh_median_deseasonalized_detrended,anom_swh_min_swan,swh_max_deseasonalized_detrended_min_2d,swh_cv_deseasonalized_detrended_min_5d,anom_swh_mean_deseasonalized,anom_swh_p80_deseasonalized_detrended_std_7d,swh_p60,swh_p25_waverys,clima_swh_mean_deseasonalized_detrended_min_5d,swh_p25_deseasonalized_detrended,anom_swh_median_deseasonalized_detrended_mean_2d,anom_swh_p25_deseasonalized_detrended_max_5d,swh_p75_swan,swh_p80_deseasonalized_detrended_max_7d,swh_max_swan,anom_swh_p75_deseasonalized,anom_swh_p80_deseasonalized_detrended_std_2d,anom_swh_max_deseasonalized_detrended_mean_2d,swh_mean_waverys,anom_swe_max,anom_swh_mean_deseasonalized_detrended_std_2d,swh_median_swan,anom_swh_mean_deseasonalized_detrended_max_3d,anom_swh_median_deseasonalized_detrended_max_2d,swh_min_deseasonalized_detrended,anom_swh_sd_deseasonalized_detrended_min_7d,swh_p75_deseasonalized,swh_p25_deseasonalized_detrended_max_2d,anom_swe_mean,anom_swh_p80_deseasonalized_detrended_mean_2d,swh_cv_deseasonalized_detrended_min_3d,anom_swh_median_deseasonalized_detrended_min_2d,swh_p75_deseasonalized_detrended_lag_1d,anom_swh_p75_deseasonalized_detrended_lag_3d,swh_sd_deseasonalized_detrended_max_14d,swh_p75_deseasonalized_detrended_std_2d,swh_p75_deseasonalized_detrended_max_5d,swh_median_deseasonalized,anom_swh_p80_deseasonalized_detrended_max_7d,swh_p75_deseasonalized_detrended_max_3d,anom_swh_p75_deseasonalized_detrended_max_7d,anom_swh_median_deseasonalized_detrended_max_14d,swh_mean_swan,swh_iqr_deseasonalized_detrended_min_7d,swh_p75_deseasonalized_detrended_std_14d,anom_swh_p25_deseasonalized_detrended_min_2d,swh_p80_deseasonalized_detrended_mean_2d,swh_p75_deseasonalized_detrended_mean_2d,swh_p80_deseasonalized_detrended_std_2d,swh_sd_deseasonalized_detrended_max_2d,swh_p60_deseasonalized_detrended_max_2d,anom_swh_max_deseasonalized_detrended_std_5d,anom_swh_p80_deseasonalized_detrended_max_5d,anom_swh_p25_deseasonalized_detrended_min_14d,anom_swh_p25_deseasonalized,anom_swh_min_deseasonalized_detrended_min_2d,anom_swh_p25_deseasonalized_detrended_max_3d,anom_cv,anom_swh_p75_deseasonalized_detrended_max_14d,anom_swh_sd_deseasonalized_detrended_max_14d,swh_p25_swan,swh_min_waverys,anom_swh_max_deseasonalized_detrended_max_14d,swh_iqr_deseasonalized_detrended_min_5d,swh_p80_deseasonalized_detrended_lag_7d,swh_p25_deseasonalized_detrended_mean_2d,anom_swh_sd_deseasonalized_detrended_max_2d,swh_iqr_deseasonalized_detrended_max_7d,swh_cv_deseasonalized_detrended_max_14d,swh_p60_deseasonalized,swh_p75_deseasonalized_detrended_min_2d,swh_p80_deseasonalized_detrended_max_3d,clima_swh_mean_deseasonalized_detrended_min_7d,anom_swh_p80_deseasonalized_detrended_lag_7d,swh_p80_deseasonalized_detrended_max_14d,duration_intensity_p60_swan,swh_p80_deseasonalized_detrended_std_14d,anom_swh_p75_deseasonalized_detrended_max_5d,anom_swh_p75_deseasonalized_detrended_std_5d,anom_swh_mean_deseasonalized_detrended_max_7d,clima_swh_mean_deseasonalized,swh_p60_deseasonalized_detrended_std_14d,anom_swh_min_deseasonalized_detrended_max_7d,swh_p80_deseasonalized_detrended_std_5d,anom_swh_min_deseasonalized,swh_median_deseasonalized_detrended_max_2d,swh_p25_deseasonalized_detrended_max_14d,anom_swh_median_deseasonalized_detrended_max_3d,anom_swh_p75_deseasonalized_detrended_std_7d,swh_p75_deseasonalized_detrended_lag_7d,anom_swh_max_deseasonalized_detrended_std_7d,anom_swh_p80_deseasonalized_detrended_max_14d,anom_swh_min_deseasonalized_detrended_max_3d,anom_swh_mean_deseasonalized_detrended_mean_2d,anom_swh_max_deseasonalized_detrended_lag_7d,anom_swh_p75_deseasonalized_detrended_std_2d,anom_swh_p80_deseasonalized_detrended_min_2d,anom_swh_min_deseasonalized_detrended_lag_1d,anom_swh_median_deseasonalized_detrended_mean_3d,anom_swh_p75_deseasonalized_detrended_std_14d,swh_range_deseasonalized_detrended_min_14d,anom_swh_max_deseasonalized_detrended_max_3d,anom_swh_min_deseasonalized_detrended_std_2d
0,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3795158883349725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3968380882312851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.15204678362573099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3097566972801857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4337019554394739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3890603643287506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_p75_deseasonalized_detrended_max_14d > threshold,0.39215686274509803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399597483499584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1120831387613473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.06315789473684211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1005725494774595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0930236899838358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0797570131632272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.16901408450704225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08553262327399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_sd_deseasonalized_detrended_max_14d > threshold,0.11494252873563218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0588249794742267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_p25_swan > threshold,0.044444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1349777400493624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_p25_swan > threshold,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1637500941753387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_p25_swan > threshold,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1365593135356902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_p25_swan > threshold,0.11428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17145408987999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_p25_swan > threshold,0.4489795918367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.948374703526497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p25_swan > threshold,0.3793103448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.887499988079071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_min_waverys > threshold,0.046511627906976744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_min_waverys > threshold,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_min_waverys > threshold,0.3132530120481928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2739999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_min_waverys > threshold,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_min_waverys > threshold,0.4186046511627907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_min_waverys > threshold,0.1509433962264151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.06451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3799304548991171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.015748031496062992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3619121416803603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.16374269005847952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3166062329658169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4320070579568933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4100206268995531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_max_deseasonalized_detrended_max_14d > threshold,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382231498846088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.009216589861751152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0510295449898903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026562643565894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0194703848194565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0229372856947995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0168896939863257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_iqr_deseasonalized_detrended_min_5d > threshold,0.08835341365461848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0421721963874471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19313164426775511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.01834862385321101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0758659765922792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.12903225806451613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20846766603970712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.01639344262295082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.028356664764545254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.20689655172413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2508570269463967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p80_deseasonalized_detrended_lag_7d > threshold,0.1935483870967742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23616956669398467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.0425531914893617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16834856411729543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1285722985997031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.20408163265306123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17499006646889415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2138514623089569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2210072089748111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,swh_p25_deseasonalized_detrended_mean_2d > threshold,0.47368421052631576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2102770399798382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.013986013986013986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0136261437524432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0495009668482991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0307679512999261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.04081632653061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0306318429966305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0540598156051958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,single,anom_swh_sd_deseasonalized_detrended_max_2d > threshold,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0517073041908263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,single,swh_iqr_deseasonalized_detrended_max_7d > threshold,0.011764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0595207708862238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,single,swh_iqr_deseasonalized_detrended_max_7d > threshold,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1531081242349219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,single,swh_iqr_deseasonalized_detrended_max_7d > threshold,0.19117647058823528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07923348026538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
